GENEID,TXNAME
K562_RS04440,K562_RS04440
K562_RS04445,K562_RS04445
K562_RS04450,K562_RS04450
K562_RS04455,K562_RS04455
K562_RS04460,K562_RS04460
K562_RS04465,K562_RS04465
K562_RS04470,K562_RS04470
K562_RS04475,K562_RS04475
K562_RS04480,K562_RS04480
K562_RS04485,K562_RS04485
K562_RS04490,K562_RS04490
K562_RS04495,K562_RS04495
K562_RS04500,K562_RS04500
K562_RS04505,K562_RS04505
K562_RS04510,K562_RS04510
K562_RS04515,K562_RS04515
K562_RS04520,K562_RS04520
K562_RS04525,K562_RS04525
K562_RS04530,K562_RS04530
K562_RS04535,K562_RS04535
K562_RS04540,K562_RS04540
K562_RS04545,K562_RS04545
K562_RS04550,K562_RS04550
K562_RS04555,K562_RS04555
K562_RS04560,K562_RS04560
K562_RS04565,K562_RS04565
K562_RS04570,K562_RS04570
K562_RS04575,K562_RS04575
K562_RS04580,K562_RS04580
K562_RS04585,K562_RS04585
K562_RS04590,K562_RS04590
K562_RS04595,K562_RS04595
K562_RS04600,K562_RS04600
K562_RS04605,K562_RS04605
K562_RS04610,K562_RS04610
K562_RS04615,K562_RS04615
K562_RS04620,K562_RS04620
K562_RS04625,K562_RS04625
K562_RS04630,K562_RS04630
K562_RS04635,K562_RS04635
K562_RS04640,K562_RS04640
K562_RS04645,K562_RS04645
K562_RS04650,K562_RS04650
K562_RS04655,K562_RS04655
K562_RS04660,K562_RS04660
K562_RS04665,K562_RS04665
K562_RS04670,K562_RS04670
K562_RS04675,K562_RS04675
K562_RS04680,K562_RS04680
K562_RS04685,K562_RS04685
K562_RS04690,K562_RS04690
K562_RS04695,K562_RS04695
K562_RS04700,K562_RS04700
K562_RS04705,K562_RS04705
K562_RS04710,K562_RS04710
K562_RS04715,K562_RS04715
K562_RS04720,K562_RS04720
K562_RS04725,K562_RS04725
K562_RS04730,K562_RS04730
K562_RS04735,K562_RS04735
K562_RS04740,K562_RS04740
K562_RS04745,K562_RS04745
K562_RS04750,K562_RS04750
K562_RS04755,K562_RS04755
K562_RS04760,K562_RS04760
K562_RS04765,K562_RS04765
K562_RS04770,K562_RS04770
K562_RS04775,K562_RS04775
K562_RS04780,K562_RS04780
K562_RS04785,K562_RS04785
K562_RS04790,K562_RS04790
K562_RS04795,K562_RS04795
K562_RS04800,K562_RS04800
K562_RS04805,K562_RS04805
K562_RS04810,K562_RS04810
K562_RS04815,K562_RS04815
K562_RS04820,K562_RS04820
K562_RS04825,K562_RS04825
K562_RS04830,K562_RS04830
K562_RS04835,K562_RS04835
K562_RS04840,K562_RS04840
K562_RS04850,K562_RS04850
K562_RS04855,K562_RS04855
K562_RS04860,K562_RS04860
K562_RS04865,K562_RS04865
K562_RS04870,K562_RS04870
K562_RS04875,K562_RS04875
K562_RS04880,K562_RS04880
K562_RS04885,K562_RS04885
K562_RS04890,K562_RS04890
K562_RS04895,K562_RS04895
K562_RS04900,K562_RS04900
K562_RS04905,K562_RS04905
K562_RS04910,K562_RS04910
K562_RS04915,K562_RS04915
K562_RS04920,K562_RS04920
K562_RS04925,K562_RS04925
K562_RS04930,K562_RS04930
K562_RS04935,K562_RS04935
K562_RS04940,K562_RS04940
K562_RS04945,K562_RS04945
K562_RS04950,K562_RS04950
K562_RS04955,K562_RS04955
K562_RS04960,K562_RS04960
K562_RS04965,K562_RS04965
K562_RS04970,K562_RS04970
K562_RS04975,K562_RS04975
K562_RS04980,K562_RS04980
K562_RS04985,K562_RS04985
K562_RS04990,K562_RS04990
K562_RS04995,K562_RS04995
K562_RS05000,K562_RS05000
K562_RS05005,K562_RS05005
K562_RS05010,K562_RS05010
K562_RS05015,K562_RS05015
K562_RS05020,K562_RS05020
K562_RS05025,K562_RS05025
K562_RS05030,K562_RS05030
K562_RS05035,K562_RS05035
K562_RS05040,K562_RS05040
K562_RS05045,K562_RS05045
K562_RS05050,K562_RS05050
K562_RS05055,K562_RS05055
K562_RS05060,K562_RS05060
K562_RS05065,K562_RS05065
K562_RS05070,K562_RS05070
K562_RS05075,K562_RS05075
K562_RS05080,K562_RS05080
K562_RS05085,K562_RS05085
K562_RS05090,K562_RS05090
K562_RS05095,K562_RS05095
K562_RS05100,K562_RS05100
K562_RS05105,K562_RS05105
K562_RS05110,K562_RS05110
K562_RS05115,K562_RS05115
K562_RS05120,K562_RS05120
K562_RS05125,K562_RS05125
K562_RS05130,K562_RS05130
K562_RS05135,K562_RS05135
K562_RS05140,K562_RS05140
K562_RS05145,K562_RS05145
K562_RS05150,K562_RS05150
K562_RS05155,K562_RS05155
K562_RS05160,K562_RS05160
K562_RS05165,K562_RS05165
K562_RS05170,K562_RS05170
K562_RS05175,K562_RS05175
K562_RS05180,K562_RS05180
K562_RS05185,K562_RS05185
K562_RS05190,K562_RS05190
K562_RS05195,K562_RS05195
K562_RS05200,K562_RS05200
K562_RS05205,K562_RS05205
K562_RS05210,K562_RS05210
K562_RS05215,K562_RS05215
K562_RS05220,K562_RS05220
K562_RS05225,K562_RS05225
K562_RS05230,K562_RS05230
K562_RS05235,K562_RS05235
K562_RS05240,K562_RS05240
K562_RS05245,K562_RS05245
K562_RS05250,K562_RS05250
K562_RS05255,K562_RS05255
K562_RS05260,K562_RS05260
K562_RS05265,K562_RS05265
K562_RS05270,K562_RS05270
K562_RS05275,K562_RS05275
K562_RS05280,K562_RS05280
K562_RS05285,K562_RS05285
K562_RS05290,K562_RS05290
K562_RS05295,K562_RS05295
K562_RS05300,K562_RS05300
K562_RS05305,K562_RS05305
K562_RS05310,K562_RS05310
K562_RS05315,K562_RS05315
K562_RS05320,K562_RS05320
K562_RS05325,K562_RS05325
K562_RS05330,K562_RS05330
K562_RS05335,K562_RS05335
K562_RS05340,K562_RS05340
K562_RS05345,K562_RS05345
K562_RS05350,K562_RS05350
K562_RS05355,K562_RS05355
K562_RS05360,K562_RS05360
K562_RS05365,K562_RS05365
K562_RS05370,K562_RS05370
K562_RS05375,K562_RS05375
K562_RS05380,K562_RS05380
K562_RS05385,K562_RS05385
K562_RS05390,K562_RS05390
K562_RS05395,K562_RS05395
K562_RS05400,K562_RS05400
K562_RS05405,K562_RS05405
K562_RS05410,K562_RS05410
K562_RS05415,K562_RS05415
K562_RS05420,K562_RS05420
K562_RS05425,K562_RS05425
K562_RS05430,K562_RS05430
K562_RS05435,K562_RS05435
K562_RS05440,K562_RS05440
K562_RS05445,K562_RS05445
K562_RS05450,K562_RS05450
K562_RS35385,K562_RS35385
K562_RS05460,K562_RS05460
K562_RS05465,K562_RS05465
K562_RS05470,K562_RS05470
K562_RS05475,K562_RS05475
K562_RS05480,K562_RS05480
K562_RS05485,K562_RS05485
K562_RS05490,K562_RS05490
K562_RS05495,K562_RS05495
K562_RS05500,K562_RS05500
K562_RS05505,K562_RS05505
K562_RS05510,K562_RS05510
K562_RS05515,K562_RS05515
K562_RS05520,K562_RS05520
K562_RS05525,K562_RS05525
K562_RS05530,K562_RS05530
K562_RS05535,K562_RS05535
K562_RS05540,K562_RS05540
K562_RS05545,K562_RS05545
K562_RS05550,K562_RS05550
K562_RS05555,K562_RS05555
K562_RS05560,K562_RS05560
K562_RS05565,K562_RS05565
K562_RS05570,K562_RS05570
K562_RS05575,K562_RS05575
K562_RS05580,K562_RS05580
K562_RS05585,K562_RS05585
K562_RS05590,K562_RS05590
K562_RS05595,K562_RS05595
K562_RS05600,K562_RS05600
K562_RS05605,K562_RS05605
K562_RS05610,K562_RS05610
K562_RS05615,K562_RS05615
K562_RS05620,K562_RS05620
K562_RS05625,K562_RS05625
K562_RS05630,K562_RS05630
K562_RS05635,K562_RS05635
K562_RS05640,K562_RS05640
K562_RS05645,K562_RS05645
K562_RS05650,K562_RS05650
K562_RS05655,K562_RS05655
K562_RS05660,K562_RS05660
K562_RS05665,K562_RS05665
K562_RS05670,K562_RS05670
K562_RS05675,K562_RS05675
K562_RS05680,K562_RS05680
K562_RS05685,K562_RS05685
K562_RS05690,K562_RS05690
K562_RS05695,K562_RS05695
K562_RS05700,K562_RS05700
K562_RS05705,K562_RS05705
K562_RS05710,K562_RS05710
K562_RS05715,K562_RS05715
K562_RS05720,K562_RS05720
K562_RS05725,K562_RS05725
K562_RS05735,K562_RS05735
K562_RS05740,K562_RS05740
K562_RS05745,K562_RS05745
K562_RS05750,K562_RS05750
K562_RS05755,K562_RS05755
K562_RS05760,K562_RS05760
K562_RS05765,K562_RS05765
K562_RS05770,K562_RS05770
K562_RS05775,K562_RS05775
K562_RS05780,K562_RS05780
K562_RS05785,K562_RS05785
K562_RS05790,K562_RS05790
K562_RS05795,K562_RS05795
K562_RS05800,K562_RS05800
K562_RS05805,K562_RS05805
K562_RS05810,K562_RS05810
K562_RS05815,K562_RS05815
K562_RS05820,K562_RS05820
K562_RS05825,K562_RS05825
K562_RS05830,K562_RS05830
K562_RS05840,K562_RS05840
K562_RS05845,K562_RS05845
K562_RS05850,K562_RS05850
K562_RS05855,K562_RS05855
K562_RS05860,K562_RS05860
K562_RS05865,K562_RS05865
K562_RS05870,K562_RS05870
K562_RS05875,K562_RS05875
K562_RS05880,K562_RS05880
K562_RS05885,K562_RS05885
K562_RS05890,K562_RS05890
K562_RS05895,K562_RS05895
K562_RS05900,K562_RS05900
K562_RS05905,K562_RS05905
K562_RS05910,K562_RS05910
K562_RS05915,K562_RS05915
K562_RS05920,K562_RS05920
K562_RS05925,K562_RS05925
K562_RS05930,K562_RS05930
K562_RS05935,K562_RS05935
K562_RS05940,K562_RS05940
K562_RS05945,K562_RS05945
K562_RS05950,K562_RS05950
K562_RS05955,K562_RS05955
K562_RS05960,K562_RS05960
K562_RS05965,K562_RS05965
K562_RS05970,K562_RS05970
K562_RS05975,K562_RS05975
K562_RS05980,K562_RS05980
K562_RS05985,K562_RS05985
K562_RS05990,K562_RS05990
K562_RS05995,K562_RS05995
K562_RS06000,K562_RS06000
K562_RS06005,K562_RS06005
K562_RS06010,K562_RS06010
K562_RS06015,K562_RS06015
K562_RS06020,K562_RS06020
K562_RS06025,K562_RS06025
K562_RS06030,K562_RS06030
K562_RS06035,K562_RS06035
K562_RS06040,K562_RS06040
K562_RS06045,K562_RS06045
K562_RS06050,K562_RS06050
K562_RS06055,K562_RS06055
K562_RS06060,K562_RS06060
K562_RS06065,K562_RS06065
K562_RS06070,K562_RS06070
K562_RS06075,K562_RS06075
K562_RS06080,K562_RS06080
K562_RS06085,K562_RS06085
K562_RS06090,K562_RS06090
K562_RS06095,K562_RS06095
K562_RS06100,K562_RS06100
K562_RS06105,K562_RS06105
K562_RS06110,K562_RS06110
K562_RS06115,K562_RS06115
K562_RS06120,K562_RS06120
K562_RS06125,K562_RS06125
K562_RS06130,K562_RS06130
K562_RS06135,K562_RS06135
K562_RS06140,K562_RS06140
K562_RS06145,K562_RS06145
K562_RS06150,K562_RS06150
K562_RS06155,K562_RS06155
K562_RS06160,K562_RS06160
K562_RS06165,K562_RS06165
K562_RS06170,K562_RS06170
K562_RS06175,K562_RS06175
K562_RS06180,K562_RS06180
K562_RS06185,K562_RS06185
K562_RS06190,K562_RS06190
K562_RS06195,K562_RS06195
K562_RS06200,K562_RS06200
K562_RS06205,K562_RS06205
K562_RS06210,K562_RS06210
K562_RS06215,K562_RS06215
K562_RS06220,K562_RS06220
K562_RS06225,K562_RS06225
K562_RS06230,K562_RS06230
K562_RS06240,K562_RS06240
K562_RS06245,K562_RS06245
K562_RS06250,K562_RS06250
K562_RS06255,K562_RS06255
K562_RS06260,K562_RS06260
K562_RS06270,K562_RS06270
K562_RS06275,K562_RS06275
K562_RS06280,K562_RS06280
K562_RS06285,K562_RS06285
K562_RS06290,K562_RS06290
K562_RS06295,K562_RS06295
K562_RS06300,K562_RS06300
K562_RS06305,K562_RS06305
K562_RS06310,K562_RS06310
K562_RS06315,K562_RS06315
K562_RS06320,K562_RS06320
K562_RS06325,K562_RS06325
K562_RS06330,K562_RS06330
K562_RS06335,K562_RS06335
K562_RS06340,K562_RS06340
K562_RS06345,K562_RS06345
K562_RS06350,K562_RS06350
K562_RS06355,K562_RS06355
K562_RS06360,K562_RS06360
K562_RS06365,K562_RS06365
K562_RS06370,K562_RS06370
K562_RS06375,K562_RS06375
K562_RS06380,K562_RS06380
K562_RS06385,K562_RS06385
K562_RS06390,K562_RS06390
K562_RS06395,K562_RS06395
K562_RS06400,K562_RS06400
K562_RS06405,K562_RS06405
K562_RS06410,K562_RS06410
K562_RS06415,K562_RS06415
K562_RS06420,K562_RS06420
K562_RS06425,K562_RS06425
K562_RS06430,K562_RS06430
K562_RS06435,K562_RS06435
K562_RS06440,K562_RS06440
K562_RS06445,K562_RS06445
K562_RS06450,K562_RS06450
K562_RS06455,K562_RS06455
K562_RS06460,K562_RS06460
K562_RS06465,K562_RS06465
K562_RS06470,K562_RS06470
K562_RS06475,K562_RS06475
K562_RS06480,K562_RS06480
K562_RS06485,K562_RS06485
K562_RS06490,K562_RS06490
K562_RS06495,K562_RS06495
K562_RS06500,K562_RS06500
K562_RS06505,K562_RS06505
K562_RS06510,K562_RS06510
K562_RS06515,K562_RS06515
K562_RS06520,K562_RS06520
K562_RS06525,K562_RS06525
K562_RS06530,K562_RS06530
K562_RS06535,K562_RS06535
K562_RS06540,K562_RS06540
K562_RS06545,K562_RS06545
K562_RS06550,K562_RS06550
K562_RS06555,K562_RS06555
K562_RS06560,K562_RS06560
K562_RS06565,K562_RS06565
K562_RS06570,K562_RS06570
K562_RS06575,K562_RS06575
K562_RS06580,K562_RS06580
K562_RS06585,K562_RS06585
K562_RS06590,K562_RS06590
K562_RS06595,K562_RS06595
K562_RS06600,K562_RS06600
K562_RS06605,K562_RS06605
K562_RS06610,K562_RS06610
K562_RS06615,K562_RS06615
K562_RS06620,K562_RS06620
K562_RS06625,K562_RS06625
K562_RS06630,K562_RS06630
K562_RS06635,K562_RS06635
K562_RS06640,K562_RS06640
K562_RS06645,K562_RS06645
K562_RS06650,K562_RS06650
K562_RS06655,K562_RS06655
K562_RS06660,K562_RS06660
K562_RS06665,K562_RS06665
K562_RS06670,K562_RS06670
K562_RS06675,K562_RS06675
K562_RS06680,K562_RS06680
K562_RS06685,K562_RS06685
K562_RS06690,K562_RS06690
K562_RS06695,K562_RS06695
K562_RS06700,K562_RS06700
K562_RS06705,K562_RS06705
K562_RS06710,K562_RS06710
K562_RS06715,K562_RS06715
K562_RS06720,K562_RS06720
K562_RS06725,K562_RS06725
K562_RS06730,K562_RS06730
K562_RS06735,K562_RS06735
K562_RS06740,K562_RS06740
K562_RS06745,K562_RS06745
K562_RS06750,K562_RS06750
K562_RS06755,K562_RS06755
K562_RS06760,K562_RS06760
K562_RS06765,K562_RS06765
K562_RS06770,K562_RS06770
K562_RS06775,K562_RS06775
K562_RS06780,K562_RS06780
K562_RS06785,K562_RS06785
K562_RS06790,K562_RS06790
K562_RS06795,K562_RS06795
K562_RS06800,K562_RS06800
K562_RS06805,K562_RS06805
K562_RS06810,K562_RS06810
K562_RS06815,K562_RS06815
K562_RS06820,K562_RS06820
K562_RS06825,K562_RS06825
K562_RS06830,K562_RS06830
K562_RS06835,K562_RS06835
K562_RS06845,K562_RS06845
K562_RS06850,K562_RS06850
K562_RS06855,K562_RS06855
K562_RS06860,K562_RS06860
K562_RS06865,K562_RS06865
K562_RS06870,K562_RS06870
K562_RS06875,K562_RS06875
K562_RS06880,K562_RS06880
K562_RS06885,K562_RS06885
K562_RS06890,K562_RS06890
K562_RS06895,K562_RS06895
K562_RS06900,K562_RS06900
K562_RS06905,K562_RS06905
K562_RS06910,K562_RS06910
K562_RS06915,K562_RS06915
K562_RS06920,K562_RS06920
K562_RS06925,K562_RS06925
K562_RS06930,K562_RS06930
K562_RS06935,K562_RS06935
K562_RS06940,K562_RS06940
K562_RS06945,K562_RS06945
K562_RS06950,K562_RS06950
K562_RS06955,K562_RS06955
K562_RS06960,K562_RS06960
K562_RS06965,K562_RS06965
K562_RS06970,K562_RS06970
K562_RS06975,K562_RS06975
K562_RS06980,K562_RS06980
K562_RS06985,K562_RS06985
K562_RS06990,K562_RS06990
K562_RS06995,K562_RS06995
K562_RS07000,K562_RS07000
K562_RS07030,K562_RS07030
K562_RS07035,K562_RS07035
K562_RS07040,K562_RS07040
K562_RS07045,K562_RS07045
K562_RS07050,K562_RS07050
K562_RS07055,K562_RS07055
K562_RS07060,K562_RS07060
K562_RS07065,K562_RS07065
K562_RS07070,K562_RS07070
K562_RS07075,K562_RS07075
K562_RS07080,K562_RS07080
K562_RS07085,K562_RS07085
K562_RS07090,K562_RS07090
K562_RS07095,K562_RS07095
K562_RS07100,K562_RS07100
K562_RS07105,K562_RS07105
K562_RS07110,K562_RS07110
K562_RS07115,K562_RS07115
K562_RS07120,K562_RS07120
K562_RS07125,K562_RS07125
K562_RS07130,K562_RS07130
K562_RS07135,K562_RS07135
K562_RS07140,K562_RS07140
K562_RS07145,K562_RS07145
K562_RS07150,K562_RS07150
K562_RS07155,K562_RS07155
K562_RS07160,K562_RS07160
K562_RS07165,K562_RS07165
K562_RS07175,K562_RS07175
K562_RS07180,K562_RS07180
K562_RS07185,K562_RS07185
K562_RS07190,K562_RS07190
K562_RS07195,K562_RS07195
K562_RS07200,K562_RS07200
K562_RS07205,K562_RS07205
K562_RS07210,K562_RS07210
K562_RS07215,K562_RS07215
K562_RS07220,K562_RS07220
K562_RS07225,K562_RS07225
K562_RS07230,K562_RS07230
K562_RS07235,K562_RS07235
K562_RS07240,K562_RS07240
K562_RS07245,K562_RS07245
K562_RS07250,K562_RS07250
K562_RS07255,K562_RS07255
K562_RS07260,K562_RS07260
K562_RS07265,K562_RS07265
K562_RS07270,K562_RS07270
K562_RS07275,K562_RS07275
K562_RS07280,K562_RS07280
K562_RS07285,K562_RS07285
K562_RS07290,K562_RS07290
K562_RS07295,K562_RS07295
K562_RS07300,K562_RS07300
K562_RS07305,K562_RS07305
K562_RS07310,K562_RS07310
K562_RS07315,K562_RS07315
K562_RS07320,K562_RS07320
K562_RS35395,K562_RS35395
K562_RS07325,K562_RS07325
K562_RS07330,K562_RS07330
K562_RS07335,K562_RS07335
K562_RS07340,K562_RS07340
K562_RS07345,K562_RS07345
K562_RS07350,K562_RS07350
K562_RS07355,K562_RS07355
K562_RS07360,K562_RS07360
K562_RS07365,K562_RS07365
K562_RS07370,K562_RS07370
K562_RS07375,K562_RS07375
K562_RS07380,K562_RS07380
K562_RS07385,K562_RS07385
K562_RS07390,K562_RS07390
K562_RS07395,K562_RS07395
K562_RS07405,K562_RS07405
K562_RS07410,K562_RS07410
K562_RS07415,K562_RS07415
K562_RS07420,K562_RS07420
K562_RS07425,K562_RS07425
K562_RS07430,K562_RS07430
K562_RS07435,K562_RS07435
K562_RS07440,K562_RS07440
K562_RS07445,K562_RS07445
K562_RS07450,K562_RS07450
K562_RS07455,K562_RS07455
K562_RS07460,K562_RS07460
K562_RS07465,K562_RS07465
K562_RS07470,K562_RS07470
K562_RS07475,K562_RS07475
K562_RS07480,K562_RS07480
K562_RS07485,K562_RS07485
K562_RS07495,K562_RS07495
K562_RS07500,K562_RS07500
K562_RS07505,K562_RS07505
K562_RS07510,K562_RS07510
K562_RS07515,K562_RS07515
K562_RS07520,K562_RS07520
K562_RS07525,K562_RS07525
K562_RS07530,K562_RS07530
K562_RS07535,K562_RS07535
K562_RS07540,K562_RS07540
K562_RS07545,K562_RS07545
K562_RS07550,K562_RS07550
K562_RS07555,K562_RS07555
K562_RS07560,K562_RS07560
K562_RS07565,K562_RS07565
K562_RS35400,K562_RS35400
K562_RS07570,K562_RS07570
K562_RS07575,K562_RS07575
K562_RS07580,K562_RS07580
K562_RS07585,K562_RS07585
K562_RS07590,K562_RS07590
K562_RS07595,K562_RS07595
K562_RS07600,K562_RS07600
K562_RS07605,K562_RS07605
K562_RS07610,K562_RS07610
K562_RS07615,K562_RS07615
K562_RS07620,K562_RS07620
K562_RS07625,K562_RS07625
K562_RS07630,K562_RS07630
K562_RS07635,K562_RS07635
K562_RS07640,K562_RS07640
K562_RS07645,K562_RS07645
K562_RS07650,K562_RS07650
K562_RS07655,K562_RS07655
K562_RS07660,K562_RS07660
K562_RS07665,K562_RS07665
K562_RS07670,K562_RS07670
K562_RS07675,K562_RS07675
K562_RS07680,K562_RS07680
K562_RS07685,K562_RS07685
K562_RS07690,K562_RS07690
K562_RS07695,K562_RS07695
K562_RS07700,K562_RS07700
K562_RS07705,K562_RS07705
K562_RS07710,K562_RS07710
K562_RS07715,K562_RS07715
K562_RS07720,K562_RS07720
K562_RS07725,K562_RS07725
K562_RS07730,K562_RS07730
K562_RS07735,K562_RS07735
K562_RS07740,K562_RS07740
K562_RS07745,K562_RS07745
K562_RS07750,K562_RS07750
K562_RS07755,K562_RS07755
K562_RS07760,K562_RS07760
K562_RS07765,K562_RS07765
K562_RS07770,K562_RS07770
K562_RS07775,K562_RS07775
K562_RS07780,K562_RS07780
K562_RS07785,K562_RS07785
K562_RS35790,K562_RS35790
K562_RS07790,K562_RS07790
K562_RS07795,K562_RS07795
K562_RS07800,K562_RS07800
K562_RS07805,K562_RS07805
K562_RS07810,K562_RS07810
K562_RS07815,K562_RS07815
K562_RS07820,K562_RS07820
K562_RS07825,K562_RS07825
K562_RS07830,K562_RS07830
K562_RS07835,K562_RS07835
K562_RS07840,K562_RS07840
K562_RS07845,K562_RS07845
K562_RS07850,K562_RS07850
K562_RS07855,K562_RS07855
K562_RS07860,K562_RS07860
K562_RS07865,K562_RS07865
K562_RS07870,K562_RS07870
K562_RS07875,K562_RS07875
K562_RS35405,K562_RS35405
K562_RS07885,K562_RS07885
K562_RS07890,K562_RS07890
K562_RS07895,K562_RS07895
K562_RS07900,K562_RS07900
K562_RS07905,K562_RS07905
K562_RS07910,K562_RS07910
K562_RS07915,K562_RS07915
K562_RS07920,K562_RS07920
K562_RS07925,K562_RS07925
K562_RS07930,K562_RS07930
K562_RS07935,K562_RS07935
K562_RS07940,K562_RS07940
K562_RS07945,K562_RS07945
K562_RS07950,K562_RS07950
K562_RS07955,K562_RS07955
K562_RS07960,K562_RS07960
K562_RS07965,K562_RS07965
K562_RS07970,K562_RS07970
K562_RS07975,K562_RS07975
K562_RS07980,K562_RS07980
K562_RS07985,K562_RS07985
K562_RS08025,K562_RS08025
K562_RS08030,K562_RS08030
K562_RS08035,K562_RS08035
K562_RS08040,K562_RS08040
K562_RS08045,K562_RS08045
K562_RS08050,K562_RS08050
K562_RS08055,K562_RS08055
K562_RS08060,K562_RS08060
K562_RS08065,K562_RS08065
K562_RS08070,K562_RS08070
K562_RS08075,K562_RS08075
K562_RS08080,K562_RS08080
K562_RS08085,K562_RS08085
K562_RS08090,K562_RS08090
K562_RS08095,K562_RS08095
K562_RS08100,K562_RS08100
K562_RS08105,K562_RS08105
K562_RS08110,K562_RS08110
K562_RS08115,K562_RS08115
K562_RS08120,K562_RS08120
K562_RS08125,K562_RS08125
K562_RS08130,K562_RS08130
K562_RS08135,K562_RS08135
K562_RS08140,K562_RS08140
K562_RS08145,K562_RS08145
K562_RS08150,K562_RS08150
K562_RS08155,K562_RS08155
K562_RS08160,K562_RS08160
K562_RS08165,K562_RS08165
K562_RS08170,K562_RS08170
K562_RS08175,K562_RS08175
K562_RS08180,K562_RS08180
K562_RS08185,K562_RS08185
K562_RS08190,K562_RS08190
K562_RS08195,K562_RS08195
K562_RS08200,K562_RS08200
K562_RS08205,K562_RS08205
K562_RS08210,K562_RS08210
K562_RS08215,K562_RS08215
K562_RS08220,K562_RS08220
K562_RS08225,K562_RS08225
K562_RS08230,K562_RS08230
K562_RS08235,K562_RS08235
K562_RS08240,K562_RS08240
K562_RS08245,K562_RS08245
K562_RS08250,K562_RS08250
K562_RS08255,K562_RS08255
K562_RS08260,K562_RS08260
K562_RS08265,K562_RS08265
K562_RS08270,K562_RS08270
K562_RS08275,K562_RS08275
K562_RS08280,K562_RS08280
K562_RS08285,K562_RS08285
K562_RS08290,K562_RS08290
K562_RS08295,K562_RS08295
K562_RS08300,K562_RS08300
K562_RS08305,K562_RS08305
K562_RS08310,K562_RS08310
K562_RS08315,K562_RS08315
K562_RS08320,K562_RS08320
K562_RS08325,K562_RS08325
K562_RS08330,K562_RS08330
K562_RS08335,K562_RS08335
K562_RS08340,K562_RS08340
K562_RS08345,K562_RS08345
K562_RS08350,K562_RS08350
K562_RS08355,K562_RS08355
K562_RS08360,K562_RS08360
K562_RS08365,K562_RS08365
K562_RS08370,K562_RS08370
K562_RS08375,K562_RS08375
K562_RS08380,K562_RS08380
K562_RS08385,K562_RS08385
K562_RS08390,K562_RS08390
K562_RS08395,K562_RS08395
K562_RS08400,K562_RS08400
K562_RS08405,K562_RS08405
K562_RS08410,K562_RS08410
K562_RS08415,K562_RS08415
K562_RS08420,K562_RS08420
K562_RS08425,K562_RS08425
K562_RS08430,K562_RS08430
K562_RS08435,K562_RS08435
K562_RS08440,K562_RS08440
K562_RS08445,K562_RS08445
K562_RS08450,K562_RS08450
K562_RS08455,K562_RS08455
K562_RS08460,K562_RS08460
K562_RS08465,K562_RS08465
K562_RS08470,K562_RS08470
K562_RS08475,K562_RS08475
K562_RS08480,K562_RS08480
K562_RS08485,K562_RS08485
K562_RS08490,K562_RS08490
K562_RS08495,K562_RS08495
K562_RS08500,K562_RS08500
K562_RS08505,K562_RS08505
K562_RS08510,K562_RS08510
K562_RS08515,K562_RS08515
K562_RS08520,K562_RS08520
K562_RS08525,K562_RS08525
K562_RS08530,K562_RS08530
K562_RS08535,K562_RS08535
K562_RS08540,K562_RS08540
K562_RS08545,K562_RS08545
K562_RS08550,K562_RS08550
K562_RS08555,K562_RS08555
K562_RS08560,K562_RS08560
K562_RS08565,K562_RS08565
K562_RS08570,K562_RS08570
K562_RS08575,K562_RS08575
K562_RS08580,K562_RS08580
K562_RS08585,K562_RS08585
K562_RS08590,K562_RS08590
K562_RS08595,K562_RS08595
K562_RS08600,K562_RS08600
K562_RS08605,K562_RS08605
K562_RS08610,K562_RS08610
K562_RS08615,K562_RS08615
K562_RS08620,K562_RS08620
K562_RS08630,K562_RS08630
K562_RS08635,K562_RS08635
K562_RS08640,K562_RS08640
K562_RS08645,K562_RS08645
K562_RS08650,K562_RS08650
K562_RS08655,K562_RS08655
K562_RS08660,K562_RS08660
K562_RS08665,K562_RS08665
K562_RS08670,K562_RS08670
K562_RS08675,K562_RS08675
K562_RS08680,K562_RS08680
K562_RS08685,K562_RS08685
K562_RS08690,K562_RS08690
K562_RS08695,K562_RS08695
K562_RS08710,K562_RS08710
K562_RS08715,K562_RS08715
K562_RS08720,K562_RS08720
K562_RS08725,K562_RS08725
K562_RS08730,K562_RS08730
K562_RS08735,K562_RS08735
K562_RS08740,K562_RS08740
K562_RS08745,K562_RS08745
K562_RS08750,K562_RS08750
K562_RS08755,K562_RS08755
K562_RS08760,K562_RS08760
K562_RS08765,K562_RS08765
K562_RS08770,K562_RS08770
K562_RS08775,K562_RS08775
K562_RS08780,K562_RS08780
K562_RS08785,K562_RS08785
K562_RS08790,K562_RS08790
K562_RS08795,K562_RS08795
K562_RS08800,K562_RS08800
K562_RS08805,K562_RS08805
K562_RS08810,K562_RS08810
K562_RS08815,K562_RS08815
K562_RS08820,K562_RS08820
K562_RS08825,K562_RS08825
K562_RS08830,K562_RS08830
K562_RS08835,K562_RS08835
K562_RS08840,K562_RS08840
K562_RS08845,K562_RS08845
