GENEID,TXNAME
K562_RS26610,K562_RS26610
K562_RS26615,K562_RS26615
K562_RS26620,K562_RS26620
K562_RS35600,K562_RS35600
K562_RS26630,K562_RS26630
K562_RS26635,K562_RS26635
K562_RS26640,K562_RS26640
K562_RS26645,K562_RS26645
K562_RS26650,K562_RS26650
K562_RS26655,K562_RS26655
K562_RS26660,K562_RS26660
K562_RS26665,K562_RS26665
K562_RS26670,K562_RS26670
K562_RS26675,K562_RS26675
K562_RS26680,K562_RS26680
K562_RS26685,K562_RS26685
K562_RS26690,K562_RS26690
K562_RS26695,K562_RS26695
K562_RS26700,K562_RS26700
K562_RS26705,K562_RS26705
K562_RS35605,K562_RS35605
K562_RS26715,K562_RS26715
K562_RS35610,K562_RS35610
K562_RS26725,K562_RS26725
K562_RS26730,K562_RS26730
K562_RS26735,K562_RS26735
K562_RS26740,K562_RS26740
K562_RS26745,K562_RS26745
K562_RS26750,K562_RS26750
K562_RS26755,K562_RS26755
K562_RS26760,K562_RS26760
K562_RS35615,K562_RS35615
K562_RS26770,K562_RS26770
K562_RS26775,K562_RS26775
K562_RS26780,K562_RS26780
K562_RS26785,K562_RS26785
K562_RS26790,K562_RS26790
K562_RS26795,K562_RS26795
K562_RS26800,K562_RS26800
K562_RS26805,K562_RS26805
K562_RS26810,K562_RS26810
K562_RS26815,K562_RS26815
K562_RS26820,K562_RS26820
K562_RS26825,K562_RS26825
K562_RS26830,K562_RS26830
K562_RS26835,K562_RS26835
K562_RS26840,K562_RS26840
K562_RS26845,K562_RS26845
K562_RS26850,K562_RS26850
K562_RS26855,K562_RS26855
K562_RS35620,K562_RS35620
K562_RS26865,K562_RS26865
K562_RS35360,K562_RS35360
K562_RS26875,K562_RS26875
K562_RS26880,K562_RS26880
K562_RS26885,K562_RS26885
K562_RS26890,K562_RS26890
K562_RS26895,K562_RS26895
K562_RS26900,K562_RS26900
K562_RS26905,K562_RS26905
K562_RS26910,K562_RS26910
K562_RS26915,K562_RS26915
K562_RS26920,K562_RS26920
K562_RS26925,K562_RS26925
K562_RS26930,K562_RS26930
K562_RS26935,K562_RS26935
K562_RS26940,K562_RS26940
K562_RS26945,K562_RS26945
K562_RS26950,K562_RS26950
K562_RS26955,K562_RS26955
K562_RS26960,K562_RS26960
K562_RS26965,K562_RS26965
K562_RS26970,K562_RS26970
K562_RS26975,K562_RS26975
K562_RS26980,K562_RS26980
K562_RS26985,K562_RS26985
K562_RS26990,K562_RS26990
K562_RS26995,K562_RS26995
K562_RS27000,K562_RS27000
K562_RS27005,K562_RS27005
K562_RS27010,K562_RS27010
K562_RS27015,K562_RS27015
K562_RS27020,K562_RS27020
K562_RS27025,K562_RS27025
K562_RS27030,K562_RS27030
K562_RS27035,K562_RS27035
K562_RS27040,K562_RS27040
K562_RS27045,K562_RS27045
K562_RS27050,K562_RS27050
K562_RS27055,K562_RS27055
K562_RS27060,K562_RS27060
K562_RS27065,K562_RS27065
K562_RS27070,K562_RS27070
K562_RS27075,K562_RS27075
K562_RS27080,K562_RS27080
K562_RS27085,K562_RS27085
K562_RS27090,K562_RS27090
K562_RS27095,K562_RS27095
K562_RS27100,K562_RS27100
K562_RS27105,K562_RS27105
K562_RS27110,K562_RS27110
K562_RS27115,K562_RS27115
K562_RS27120,K562_RS27120
K562_RS27125,K562_RS27125
K562_RS27130,K562_RS27130
K562_RS27135,K562_RS27135
K562_RS27140,K562_RS27140
K562_RS27145,K562_RS27145
K562_RS27150,K562_RS27150
K562_RS27155,K562_RS27155
K562_RS27160,K562_RS27160
K562_RS27165,K562_RS27165
K562_RS27170,K562_RS27170
K562_RS27175,K562_RS27175
K562_RS27180,K562_RS27180
K562_RS27185,K562_RS27185
K562_RS27190,K562_RS27190
K562_RS27195,K562_RS27195
K562_RS27200,K562_RS27200
K562_RS27205,K562_RS27205
K562_RS27210,K562_RS27210
K562_RS27215,K562_RS27215
K562_RS27220,K562_RS27220
K562_RS27225,K562_RS27225
K562_RS27230,K562_RS27230
K562_RS27235,K562_RS27235
K562_RS27240,K562_RS27240
K562_RS27245,K562_RS27245
K562_RS27250,K562_RS27250
K562_RS27255,K562_RS27255
K562_RS27260,K562_RS27260
K562_RS27265,K562_RS27265
K562_RS27270,K562_RS27270
K562_RS27275,K562_RS27275
K562_RS27280,K562_RS27280
K562_RS27285,K562_RS27285
K562_RS27290,K562_RS27290
K562_RS27295,K562_RS27295
K562_RS35625,K562_RS35625
K562_RS27300,K562_RS27300
K562_RS27305,K562_RS27305
K562_RS27310,K562_RS27310
K562_RS27315,K562_RS27315
K562_RS27320,K562_RS27320
K562_RS27325,K562_RS27325
K562_RS27330,K562_RS27330
K562_RS27335,K562_RS27335
K562_RS27340,K562_RS27340
K562_RS27345,K562_RS27345
K562_RS27350,K562_RS27350
K562_RS27355,K562_RS27355
K562_RS27360,K562_RS27360
K562_RS27365,K562_RS27365
K562_RS27370,K562_RS27370
K562_RS27375,K562_RS27375
K562_RS27380,K562_RS27380
K562_RS27385,K562_RS27385
K562_RS27390,K562_RS27390
K562_RS27395,K562_RS27395
K562_RS27400,K562_RS27400
K562_RS27405,K562_RS27405
K562_RS27410,K562_RS27410
K562_RS27415,K562_RS27415
K562_RS27420,K562_RS27420
K562_RS27425,K562_RS27425
K562_RS27430,K562_RS27430
K562_RS35630,K562_RS35630
K562_RS27440,K562_RS27440
K562_RS27445,K562_RS27445
K562_RS27450,K562_RS27450
K562_RS27455,K562_RS27455
K562_RS27460,K562_RS27460
K562_RS27465,K562_RS27465
K562_RS27470,K562_RS27470
K562_RS27475,K562_RS27475
K562_RS27480,K562_RS27480
K562_RS27485,K562_RS27485
K562_RS27490,K562_RS27490
K562_RS27495,K562_RS27495
K562_RS27500,K562_RS27500
K562_RS27505,K562_RS27505
K562_RS27510,K562_RS27510
K562_RS27515,K562_RS27515
K562_RS27520,K562_RS27520
K562_RS27525,K562_RS27525
K562_RS27530,K562_RS27530
K562_RS27535,K562_RS27535
K562_RS27540,K562_RS27540
K562_RS27545,K562_RS27545
K562_RS27550,K562_RS27550
K562_RS27555,K562_RS27555
K562_RS27560,K562_RS27560
K562_RS27565,K562_RS27565
K562_RS27570,K562_RS27570
K562_RS27575,K562_RS27575
K562_RS27580,K562_RS27580
K562_RS27585,K562_RS27585
K562_RS27590,K562_RS27590
K562_RS27595,K562_RS27595
K562_RS27600,K562_RS27600
K562_RS27605,K562_RS27605
K562_RS27610,K562_RS27610
K562_RS27615,K562_RS27615
K562_RS27620,K562_RS27620
K562_RS27625,K562_RS27625
K562_RS35635,K562_RS35635
K562_RS35640,K562_RS35640
K562_RS27635,K562_RS27635
K562_RS27640,K562_RS27640
K562_RS27645,K562_RS27645
K562_RS27650,K562_RS27650
K562_RS27655,K562_RS27655
K562_RS27660,K562_RS27660
K562_RS27665,K562_RS27665
K562_RS27670,K562_RS27670
K562_RS27675,K562_RS27675
K562_RS27680,K562_RS27680
K562_RS27685,K562_RS27685
K562_RS27690,K562_RS27690
K562_RS27695,K562_RS27695
K562_RS27700,K562_RS27700
K562_RS27705,K562_RS27705
K562_RS27710,K562_RS27710
K562_RS27715,K562_RS27715
K562_RS27720,K562_RS27720
K562_RS27725,K562_RS27725
K562_RS27730,K562_RS27730
K562_RS27735,K562_RS27735
K562_RS27740,K562_RS27740
K562_RS27745,K562_RS27745
K562_RS27750,K562_RS27750
K562_RS27755,K562_RS27755
K562_RS27760,K562_RS27760
K562_RS27765,K562_RS27765
K562_RS27770,K562_RS27770
K562_RS27775,K562_RS27775
K562_RS27780,K562_RS27780
K562_RS27785,K562_RS27785
K562_RS27790,K562_RS27790
K562_RS27795,K562_RS27795
K562_RS27800,K562_RS27800
K562_RS27805,K562_RS27805
K562_RS27810,K562_RS27810
K562_RS27815,K562_RS27815
K562_RS35645,K562_RS35645
K562_RS35650,K562_RS35650
K562_RS27825,K562_RS27825
K562_RS27830,K562_RS27830
K562_RS27835,K562_RS27835
K562_RS27840,K562_RS27840
K562_RS27845,K562_RS27845
K562_RS27850,K562_RS27850
K562_RS27855,K562_RS27855
K562_RS27860,K562_RS27860
K562_RS27865,K562_RS27865
K562_RS27870,K562_RS27870
K562_RS27875,K562_RS27875
K562_RS27880,K562_RS27880
K562_RS27885,K562_RS27885
K562_RS27890,K562_RS27890
K562_RS27895,K562_RS27895
K562_RS27900,K562_RS27900
K562_RS27905,K562_RS27905
K562_RS27910,K562_RS27910
K562_RS27915,K562_RS27915
K562_RS27920,K562_RS27920
K562_RS27925,K562_RS27925
K562_RS27930,K562_RS27930
K562_RS27935,K562_RS27935
K562_RS27940,K562_RS27940
K562_RS27945,K562_RS27945
K562_RS27950,K562_RS27950
K562_RS27955,K562_RS27955
K562_RS27960,K562_RS27960
K562_RS27965,K562_RS27965
K562_RS27970,K562_RS27970
K562_RS27975,K562_RS27975
K562_RS27980,K562_RS27980
K562_RS27985,K562_RS27985
K562_RS27990,K562_RS27990
K562_RS27995,K562_RS27995
K562_RS28000,K562_RS28000
K562_RS28005,K562_RS28005
K562_RS28010,K562_RS28010
K562_RS28015,K562_RS28015
K562_RS28020,K562_RS28020
K562_RS28025,K562_RS28025
K562_RS28030,K562_RS28030
K562_RS28035,K562_RS28035
K562_RS28040,K562_RS28040
K562_RS28045,K562_RS28045
K562_RS28050,K562_RS28050
K562_RS28055,K562_RS28055
K562_RS28060,K562_RS28060
K562_RS28065,K562_RS28065
K562_RS28070,K562_RS28070
K562_RS28075,K562_RS28075
K562_RS28080,K562_RS28080
K562_RS28085,K562_RS28085
K562_RS28090,K562_RS28090
K562_RS28095,K562_RS28095
K562_RS28100,K562_RS28100
K562_RS28105,K562_RS28105
K562_RS28110,K562_RS28110
K562_RS28115,K562_RS28115
K562_RS28120,K562_RS28120
K562_RS28125,K562_RS28125
K562_RS28130,K562_RS28130
K562_RS28135,K562_RS28135
K562_RS28140,K562_RS28140
K562_RS28145,K562_RS28145
K562_RS28150,K562_RS28150
K562_RS28155,K562_RS28155
K562_RS28160,K562_RS28160
K562_RS28165,K562_RS28165
K562_RS28170,K562_RS28170
K562_RS28175,K562_RS28175
K562_RS28180,K562_RS28180
K562_RS28185,K562_RS28185
K562_RS28190,K562_RS28190
K562_RS28195,K562_RS28195
K562_RS28200,K562_RS28200
K562_RS28205,K562_RS28205
K562_RS28210,K562_RS28210
K562_RS28215,K562_RS28215
K562_RS28220,K562_RS28220
K562_RS28225,K562_RS28225
K562_RS28230,K562_RS28230
K562_RS28235,K562_RS28235
K562_RS28240,K562_RS28240
K562_RS28245,K562_RS28245
K562_RS28250,K562_RS28250
K562_RS28255,K562_RS28255
K562_RS28260,K562_RS28260
K562_RS28265,K562_RS28265
K562_RS28270,K562_RS28270
K562_RS28275,K562_RS28275
K562_RS28280,K562_RS28280
K562_RS28285,K562_RS28285
K562_RS28290,K562_RS28290
K562_RS28295,K562_RS28295
K562_RS28300,K562_RS28300
K562_RS28305,K562_RS28305
K562_RS28310,K562_RS28310
K562_RS28315,K562_RS28315
K562_RS28320,K562_RS28320
K562_RS28325,K562_RS28325
K562_RS35830,K562_RS35830
K562_RS28335,K562_RS28335
K562_RS28340,K562_RS28340
K562_RS28345,K562_RS28345
K562_RS28350,K562_RS28350
K562_RS28355,K562_RS28355
K562_RS28360,K562_RS28360
K562_RS28365,K562_RS28365
K562_RS28370,K562_RS28370
K562_RS28375,K562_RS28375
K562_RS28385,K562_RS28385
K562_RS28390,K562_RS28390
K562_RS28395,K562_RS28395
K562_RS28400,K562_RS28400
K562_RS28405,K562_RS28405
K562_RS28410,K562_RS28410
K562_RS28415,K562_RS28415
K562_RS28420,K562_RS28420
K562_RS28425,K562_RS28425
K562_RS28430,K562_RS28430
K562_RS28435,K562_RS28435
K562_RS28440,K562_RS28440
K562_RS28445,K562_RS28445
K562_RS28450,K562_RS28450
K562_RS28455,K562_RS28455
K562_RS28460,K562_RS28460
K562_RS28465,K562_RS28465
K562_RS28470,K562_RS28470
K562_RS28475,K562_RS28475
K562_RS28480,K562_RS28480
K562_RS28485,K562_RS28485
K562_RS28490,K562_RS28490
K562_RS28495,K562_RS28495
K562_RS28500,K562_RS28500
K562_RS28505,K562_RS28505
K562_RS28510,K562_RS28510
K562_RS28515,K562_RS28515
K562_RS28520,K562_RS28520
K562_RS28525,K562_RS28525
K562_RS28530,K562_RS28530
K562_RS28535,K562_RS28535
K562_RS28540,K562_RS28540
K562_RS28545,K562_RS28545
K562_RS28550,K562_RS28550
K562_RS28555,K562_RS28555
K562_RS28560,K562_RS28560
K562_RS28565,K562_RS28565
K562_RS28570,K562_RS28570
K562_RS28575,K562_RS28575
K562_RS28580,K562_RS28580
K562_RS28585,K562_RS28585
K562_RS28590,K562_RS28590
K562_RS28595,K562_RS28595
K562_RS28600,K562_RS28600
K562_RS28605,K562_RS28605
K562_RS28610,K562_RS28610
K562_RS28615,K562_RS28615
K562_RS28620,K562_RS28620
K562_RS28625,K562_RS28625
K562_RS28630,K562_RS28630
K562_RS28635,K562_RS28635
K562_RS28640,K562_RS28640
K562_RS28645,K562_RS28645
K562_RS28650,K562_RS28650
K562_RS28655,K562_RS28655
K562_RS28660,K562_RS28660
K562_RS28665,K562_RS28665
K562_RS28670,K562_RS28670
K562_RS28675,K562_RS28675
K562_RS28680,K562_RS28680
K562_RS28685,K562_RS28685
K562_RS28690,K562_RS28690
K562_RS28695,K562_RS28695
K562_RS28700,K562_RS28700
K562_RS28705,K562_RS28705
K562_RS28710,K562_RS28710
K562_RS28715,K562_RS28715
K562_RS28720,K562_RS28720
K562_RS28725,K562_RS28725
K562_RS28730,K562_RS28730
K562_RS28735,K562_RS28735
K562_RS28740,K562_RS28740
K562_RS28745,K562_RS28745
K562_RS28750,K562_RS28750
K562_RS28755,K562_RS28755
K562_RS28760,K562_RS28760
K562_RS28765,K562_RS28765
K562_RS28770,K562_RS28770
K562_RS28775,K562_RS28775
K562_RS28780,K562_RS28780
K562_RS28785,K562_RS28785
K562_RS28790,K562_RS28790
K562_RS28795,K562_RS28795
K562_RS28800,K562_RS28800
K562_RS28805,K562_RS28805
K562_RS28810,K562_RS28810
K562_RS28815,K562_RS28815
K562_RS28820,K562_RS28820
K562_RS28825,K562_RS28825
K562_RS28830,K562_RS28830
K562_RS28835,K562_RS28835
K562_RS28840,K562_RS28840
K562_RS28845,K562_RS28845
K562_RS28850,K562_RS28850
K562_RS28855,K562_RS28855
K562_RS28860,K562_RS28860
K562_RS28865,K562_RS28865
K562_RS28870,K562_RS28870
K562_RS28875,K562_RS28875
K562_RS28880,K562_RS28880
K562_RS28885,K562_RS28885
K562_RS28890,K562_RS28890
K562_RS28895,K562_RS28895
K562_RS28900,K562_RS28900
K562_RS28905,K562_RS28905
K562_RS28910,K562_RS28910
K562_RS28915,K562_RS28915
K562_RS28920,K562_RS28920
K562_RS28925,K562_RS28925
K562_RS28930,K562_RS28930
K562_RS28935,K562_RS28935
K562_RS28940,K562_RS28940
K562_RS28945,K562_RS28945
K562_RS28950,K562_RS28950
K562_RS35655,K562_RS35655
K562_RS28955,K562_RS28955
K562_RS28960,K562_RS28960
K562_RS28965,K562_RS28965
K562_RS28970,K562_RS28970
K562_RS28975,K562_RS28975
K562_RS28980,K562_RS28980
K562_RS28985,K562_RS28985
K562_RS28990,K562_RS28990
K562_RS28995,K562_RS28995
K562_RS29000,K562_RS29000
K562_RS29005,K562_RS29005
K562_RS29010,K562_RS29010
K562_RS29015,K562_RS29015
K562_RS29020,K562_RS29020
K562_RS29025,K562_RS29025
K562_RS29030,K562_RS29030
K562_RS29035,K562_RS29035
K562_RS29040,K562_RS29040
K562_RS29045,K562_RS29045
K562_RS29050,K562_RS29050
K562_RS29055,K562_RS29055
K562_RS29060,K562_RS29060
K562_RS29065,K562_RS29065
K562_RS29070,K562_RS29070
K562_RS29075,K562_RS29075
K562_RS29080,K562_RS29080
K562_RS29085,K562_RS29085
K562_RS29090,K562_RS29090
K562_RS29095,K562_RS29095
K562_RS29100,K562_RS29100
K562_RS29105,K562_RS29105
K562_RS29110,K562_RS29110
K562_RS29115,K562_RS29115
K562_RS29120,K562_RS29120
K562_RS29125,K562_RS29125
K562_RS29130,K562_RS29130
K562_RS29135,K562_RS29135
K562_RS29140,K562_RS29140
K562_RS29145,K562_RS29145
K562_RS29150,K562_RS29150
K562_RS29155,K562_RS29155
K562_RS29160,K562_RS29160
K562_RS29165,K562_RS29165
K562_RS29170,K562_RS29170
K562_RS29175,K562_RS29175
K562_RS29180,K562_RS29180
K562_RS29185,K562_RS29185
K562_RS29190,K562_RS29190
K562_RS29195,K562_RS29195
K562_RS29200,K562_RS29200
K562_RS29205,K562_RS29205
K562_RS29210,K562_RS29210
K562_RS29215,K562_RS29215
K562_RS29220,K562_RS29220
K562_RS29225,K562_RS29225
K562_RS29230,K562_RS29230
K562_RS29235,K562_RS29235
K562_RS29240,K562_RS29240
K562_RS29245,K562_RS29245
K562_RS29250,K562_RS29250
K562_RS29255,K562_RS29255
K562_RS29260,K562_RS29260
K562_RS29265,K562_RS29265
K562_RS29270,K562_RS29270
K562_RS29275,K562_RS29275
K562_RS29280,K562_RS29280
K562_RS29285,K562_RS29285
K562_RS29290,K562_RS29290
K562_RS29295,K562_RS29295
K562_RS29300,K562_RS29300
K562_RS29305,K562_RS29305
K562_RS29310,K562_RS29310
K562_RS29315,K562_RS29315
K562_RS29320,K562_RS29320
K562_RS29325,K562_RS29325
K562_RS29330,K562_RS29330
K562_RS29335,K562_RS29335
K562_RS29340,K562_RS29340
K562_RS29345,K562_RS29345
K562_RS29350,K562_RS29350
K562_RS29355,K562_RS29355
K562_RS29360,K562_RS29360
K562_RS29365,K562_RS29365
K562_RS29370,K562_RS29370
K562_RS29375,K562_RS29375
K562_RS29380,K562_RS29380
K562_RS29385,K562_RS29385
K562_RS29390,K562_RS29390
K562_RS29395,K562_RS29395
K562_RS29400,K562_RS29400
K562_RS29405,K562_RS29405
K562_RS29410,K562_RS29410
K562_RS29415,K562_RS29415
K562_RS29420,K562_RS29420
K562_RS35835,K562_RS35835
K562_RS29430,K562_RS29430
K562_RS29435,K562_RS29435
K562_RS29440,K562_RS29440
K562_RS29445,K562_RS29445
K562_RS29450,K562_RS29450
K562_RS29455,K562_RS29455
K562_RS29460,K562_RS29460
K562_RS29465,K562_RS29465
K562_RS29470,K562_RS29470
K562_RS29475,K562_RS29475
K562_RS29480,K562_RS29480
K562_RS29485,K562_RS29485
K562_RS29490,K562_RS29490
K562_RS29495,K562_RS29495
K562_RS29500,K562_RS29500
K562_RS29505,K562_RS29505
K562_RS29510,K562_RS29510
K562_RS29515,K562_RS29515
K562_RS29520,K562_RS29520
K562_RS29525,K562_RS29525
K562_RS29530,K562_RS29530
K562_RS29535,K562_RS29535
K562_RS29540,K562_RS29540
K562_RS29545,K562_RS29545
K562_RS29550,K562_RS29550
K562_RS29555,K562_RS29555
K562_RS29560,K562_RS29560
K562_RS29565,K562_RS29565
K562_RS29570,K562_RS29570
K562_RS29575,K562_RS29575
K562_RS29580,K562_RS29580
K562_RS29585,K562_RS29585
K562_RS29590,K562_RS29590
K562_RS29595,K562_RS29595
K562_RS29600,K562_RS29600
K562_RS29605,K562_RS29605
K562_RS29610,K562_RS29610
K562_RS29615,K562_RS29615
K562_RS29620,K562_RS29620
K562_RS29625,K562_RS29625
K562_RS29630,K562_RS29630
K562_RS29635,K562_RS29635
K562_RS29640,K562_RS29640
K562_RS29645,K562_RS29645
K562_RS29650,K562_RS29650
K562_RS29655,K562_RS29655
K562_RS29660,K562_RS29660
K562_RS29665,K562_RS29665
K562_RS29670,K562_RS29670
K562_RS29675,K562_RS29675
K562_RS29680,K562_RS29680
K562_RS29685,K562_RS29685
K562_RS29690,K562_RS29690
K562_RS29695,K562_RS29695
K562_RS29700,K562_RS29700
K562_RS29705,K562_RS29705
K562_RS29710,K562_RS29710
K562_RS29715,K562_RS29715
K562_RS29720,K562_RS29720
K562_RS29725,K562_RS29725
K562_RS29730,K562_RS29730
K562_RS29735,K562_RS29735
K562_RS29740,K562_RS29740
K562_RS29745,K562_RS29745
K562_RS29750,K562_RS29750
K562_RS29755,K562_RS29755
K562_RS29760,K562_RS29760
K562_RS29765,K562_RS29765
K562_RS29770,K562_RS29770
K562_RS29775,K562_RS29775
K562_RS29780,K562_RS29780
K562_RS29785,K562_RS29785
K562_RS29790,K562_RS29790
K562_RS29795,K562_RS29795
K562_RS29800,K562_RS29800
K562_RS29830,K562_RS29830
K562_RS29835,K562_RS29835
K562_RS29840,K562_RS29840
K562_RS29845,K562_RS29845
K562_RS29850,K562_RS29850
K562_RS29855,K562_RS29855
K562_RS29860,K562_RS29860
K562_RS29865,K562_RS29865
K562_RS29870,K562_RS29870
K562_RS29875,K562_RS29875
K562_RS29880,K562_RS29880
K562_RS29885,K562_RS29885
K562_RS29890,K562_RS29890
K562_RS29895,K562_RS29895
K562_RS29900,K562_RS29900
K562_RS29905,K562_RS29905
K562_RS29910,K562_RS29910
K562_RS29915,K562_RS29915
K562_RS29920,K562_RS29920
K562_RS29925,K562_RS29925
K562_RS29930,K562_RS29930
K562_RS29935,K562_RS29935
K562_RS29940,K562_RS29940
K562_RS29945,K562_RS29945
K562_RS29950,K562_RS29950
K562_RS29955,K562_RS29955
K562_RS29960,K562_RS29960
K562_RS29965,K562_RS29965
K562_RS29970,K562_RS29970
K562_RS29975,K562_RS29975
K562_RS29980,K562_RS29980
K562_RS29985,K562_RS29985
K562_RS29990,K562_RS29990
K562_RS29995,K562_RS29995
K562_RS30000,K562_RS30000
K562_RS30005,K562_RS30005
K562_RS30010,K562_RS30010
K562_RS30015,K562_RS30015
K562_RS30020,K562_RS30020
K562_RS30025,K562_RS30025
K562_RS30030,K562_RS30030
K562_RS30035,K562_RS30035
K562_RS30040,K562_RS30040
K562_RS30045,K562_RS30045
K562_RS30050,K562_RS30050
K562_RS30055,K562_RS30055
K562_RS30060,K562_RS30060
K562_RS30065,K562_RS30065
K562_RS30070,K562_RS30070
K562_RS30075,K562_RS30075
K562_RS30080,K562_RS30080
K562_RS30085,K562_RS30085
K562_RS30090,K562_RS30090
K562_RS30095,K562_RS30095
K562_RS30100,K562_RS30100
K562_RS30105,K562_RS30105
K562_RS30110,K562_RS30110
K562_RS30115,K562_RS30115
K562_RS30120,K562_RS30120
K562_RS30125,K562_RS30125
K562_RS30130,K562_RS30130
K562_RS30135,K562_RS30135
K562_RS30140,K562_RS30140
K562_RS30145,K562_RS30145
K562_RS30150,K562_RS30150
K562_RS30155,K562_RS30155
K562_RS30160,K562_RS30160
K562_RS30165,K562_RS30165
K562_RS30170,K562_RS30170
K562_RS30175,K562_RS30175
K562_RS30180,K562_RS30180
K562_RS30185,K562_RS30185
K562_RS30190,K562_RS30190
K562_RS30195,K562_RS30195
K562_RS30200,K562_RS30200
K562_RS30205,K562_RS30205
K562_RS30210,K562_RS30210
K562_RS30215,K562_RS30215
K562_RS30220,K562_RS30220
K562_RS30225,K562_RS30225
K562_RS30230,K562_RS30230
K562_RS30235,K562_RS30235
K562_RS30240,K562_RS30240
K562_RS30245,K562_RS30245
K562_RS30250,K562_RS30250
K562_RS30255,K562_RS30255
K562_RS30260,K562_RS30260
K562_RS30265,K562_RS30265
K562_RS30270,K562_RS30270
K562_RS30275,K562_RS30275
K562_RS30280,K562_RS30280
K562_RS30285,K562_RS30285
K562_RS30290,K562_RS30290
K562_RS30295,K562_RS30295
K562_RS30300,K562_RS30300
K562_RS30305,K562_RS30305
K562_RS30310,K562_RS30310
K562_RS30315,K562_RS30315
K562_RS35675,K562_RS35675
K562_RS30320,K562_RS30320
K562_RS30325,K562_RS30325
K562_RS30330,K562_RS30330
K562_RS30335,K562_RS30335
K562_RS30340,K562_RS30340
K562_RS30345,K562_RS30345
K562_RS30350,K562_RS30350
K562_RS30355,K562_RS30355
K562_RS30360,K562_RS30360
K562_RS30365,K562_RS30365
K562_RS30370,K562_RS30370
K562_RS30375,K562_RS30375
K562_RS30380,K562_RS30380
K562_RS30385,K562_RS30385
K562_RS30390,K562_RS30390
K562_RS30395,K562_RS30395
K562_RS30400,K562_RS30400
K562_RS30405,K562_RS30405
K562_RS30410,K562_RS30410
K562_RS30415,K562_RS30415
K562_RS30420,K562_RS30420
K562_RS30425,K562_RS30425
K562_RS30430,K562_RS30430
K562_RS30435,K562_RS30435
K562_RS30440,K562_RS30440
K562_RS30445,K562_RS30445
K562_RS30450,K562_RS30450
K562_RS30455,K562_RS30455
K562_RS30460,K562_RS30460
K562_RS30465,K562_RS30465
K562_RS30470,K562_RS30470
K562_RS30475,K562_RS30475
K562_RS30480,K562_RS30480
K562_RS30485,K562_RS30485
K562_RS30490,K562_RS30490
K562_RS30495,K562_RS30495
K562_RS30500,K562_RS30500
K562_RS30505,K562_RS30505
K562_RS30510,K562_RS30510
K562_RS30515,K562_RS30515
K562_RS30520,K562_RS30520
K562_RS30525,K562_RS30525
K562_RS30530,K562_RS30530
K562_RS30535,K562_RS30535
K562_RS30540,K562_RS30540
K562_RS30545,K562_RS30545
K562_RS30550,K562_RS30550
K562_RS30555,K562_RS30555
K562_RS30560,K562_RS30560
K562_RS30565,K562_RS30565
K562_RS30570,K562_RS30570
K562_RS30575,K562_RS30575
K562_RS30580,K562_RS30580
K562_RS30585,K562_RS30585
K562_RS30590,K562_RS30590
K562_RS30595,K562_RS30595
K562_RS30600,K562_RS30600
K562_RS30605,K562_RS30605
K562_RS30610,K562_RS30610
K562_RS30615,K562_RS30615
K562_RS30620,K562_RS30620
K562_RS30625,K562_RS30625
K562_RS30630,K562_RS30630
K562_RS30635,K562_RS30635
K562_RS30640,K562_RS30640
K562_RS30645,K562_RS30645
K562_RS30650,K562_RS30650
K562_RS30655,K562_RS30655
K562_RS30660,K562_RS30660
K562_RS30665,K562_RS30665
K562_RS30670,K562_RS30670
K562_RS30675,K562_RS30675
K562_RS30680,K562_RS30680
K562_RS30685,K562_RS30685
K562_RS30690,K562_RS30690
K562_RS30695,K562_RS30695
K562_RS30700,K562_RS30700
K562_RS30705,K562_RS30705
K562_RS30710,K562_RS30710
K562_RS30715,K562_RS30715
K562_RS30720,K562_RS30720
K562_RS30725,K562_RS30725
K562_RS30730,K562_RS30730
K562_RS30735,K562_RS30735
K562_RS30740,K562_RS30740
K562_RS30745,K562_RS30745
K562_RS30750,K562_RS30750
K562_RS30755,K562_RS30755
K562_RS30760,K562_RS30760
K562_RS30765,K562_RS30765
K562_RS30775,K562_RS30775
K562_RS30780,K562_RS30780
K562_RS30785,K562_RS30785
K562_RS30790,K562_RS30790
K562_RS30795,K562_RS30795
K562_RS30800,K562_RS30800
K562_RS30805,K562_RS30805
K562_RS30810,K562_RS30810
K562_RS30815,K562_RS30815
K562_RS30820,K562_RS30820
K562_RS30825,K562_RS30825
K562_RS30830,K562_RS30830
K562_RS30835,K562_RS30835
K562_RS30840,K562_RS30840
K562_RS30845,K562_RS30845
K562_RS30850,K562_RS30850
K562_RS30855,K562_RS30855
K562_RS30860,K562_RS30860
K562_RS30865,K562_RS30865
K562_RS30870,K562_RS30870
K562_RS30875,K562_RS30875
K562_RS30880,K562_RS30880
K562_RS30885,K562_RS30885
K562_RS30890,K562_RS30890
K562_RS35680,K562_RS35680
K562_RS30895,K562_RS30895
K562_RS30900,K562_RS30900
K562_RS30905,K562_RS30905
K562_RS30910,K562_RS30910
K562_RS30915,K562_RS30915
K562_RS30920,K562_RS30920
K562_RS30925,K562_RS30925
K562_RS30930,K562_RS30930
K562_RS30935,K562_RS30935
K562_RS30940,K562_RS30940
K562_RS30945,K562_RS30945
K562_RS30950,K562_RS30950
K562_RS30955,K562_RS30955
K562_RS30960,K562_RS30960
K562_RS30965,K562_RS30965
K562_RS30970,K562_RS30970
K562_RS30975,K562_RS30975
K562_RS30980,K562_RS30980
